dataset,source,page_title,text_id,raw_text,cleaned_text,word_count,dataset_label,cluster,pca_x,pca_y,cluster_name
landforms,wikipedia,Volcano,Volcano_21,"Supervolcano eruptions, while the most dangerous type, are very rare; four are known from the last million years, and about 60 historical VEI 8 eruptions have been identified in the geologic record over millions of years. A supervolcano can produce devastation on a continental scale, and severely cool global temperatures for many years after the eruption due to the huge volumes of sulfur and ash released into the atmosphere.","Supervolcano eruptions, while the most dangerous type, are very rare; four are known from the last million years, and about 60 historical VEI 8 eruptions have been identified in the geologic record over millions of years. A supervolcano can produce devastation on a continental scale, and severely cool global temperatures for many years after the eruption due to the huge volumes of sulfur and ash released into the atmosphere.",69,landforms,2,0.22967565,0.17128628,lush_dense
landforms,wikipedia,Volcano,Volcano_22,"Because of the enormous area they cover, and subsequent concealment under vegetation and glacial deposits, supervolcanoes can be difficult to identify in the geologic record without careful geological mapping. Known examples include Yellowstone Caldera in Yellowstone National Park and Valles Caldera in New Mexico (both western United States); Lake Taupō in New Zealand; Lake Toba in Sumatra, Indonesia; and Ngorongoro Crater in Tanzania.","Because of the enormous area they cover, and subsequent concealment under vegetation and glacial deposits, supervolcanoes can be difficult to identify in the geologic record without careful geological mapping. Known examples include Yellowstone Caldera in Yellowstone National Park and Valles Caldera in New Mexico (both western United States); Lake Taupō in New Zealand; Lake Toba in Sumatra, Indonesia; and Ngorongoro Crater in Tanzania.",63,landforms,2,0.16261035,0.20963666,lush_dense
landforms,wikipedia,Volcano,Volcano_23,"Volcanoes that, though large, are not large enough to be called supervolcanoes, may also form calderas (collapsed crater) in the same way. There may be active or dormant cones inside of the caldera or even a lake, such lakes are called Volcanogenic lakes, or simply, volcanic lakes.","Volcanoes that, though large, are not large enough to be called supervolcanoes, may also form calderas (collapsed crater) in the same way. There may be active or dormant cones inside of the caldera or even a lake, such lakes are called Volcanogenic lakes, or simply, volcanic lakes.",47,landforms,2,0.30111116,0.31621277,lush_dense
landforms,wikipedia,Volcano,Volcano_24,"Submarine volcanoes are common features of the ocean floor. Volcanic activity during the Holocene Epoch has been documented at only 119 submarine volcanoes, but there may be more than one million geologically young submarine volcanoes on the ocean floor. In shallow water, active volcanoes disclose their presence by blasting steam and rocky debris high above the ocean's surface. In the deep ocean basins, the tremendous weight of the water prevents the explosive release of steam and gases; however, submarine eruptions can be detected by hydrophones and by the discoloration of water because of volcanic gases. Pillow lava is a common eruptive product of submarine volcanoes and is characterized by thick sequences of discontinuous pillow-shaped masses which form underwater. Even large submarine eruptions may not disturb the ocean surface, due to the rapid cooling effect and increased buoyancy in water (as compared to air), which often causes volcanic vents to form steep pillars on the ocean floor. Hydrothermal vents are common near these volcanoes, and some support peculiar ecosystems based on chemotrophs feeding on dissolved minerals. Over time, the formations created by submarine volcanoes may become so large that they break the ocean surface as new islands or floating pumice rafts.","Submarine volcanoes are common features of the ocean floor. Volcanic activity during the Holocene Epoch has been documented at only 119 submarine volcanoes, but there may be more than one million geologically young submarine volcanoes on the ocean floor. In shallow water, active volcanoes disclose their presence by blasting steam and rocky debris high above the ocean's surface. In the deep ocean basins, the tremendous weight of the water prevents the explosive release of steam and gases; however, submarine eruptions can be detected by hydrophones and by the discoloration of water because of volcanic gases. Pillow lava is a common eruptive product of submarine volcanoes and is characterized by thick sequences of discontinuous pillow-shaped masses which form underwater. Even large submarine eruptions may not disturb the ocean surface, due to the rapid cooling effect and increased buoyancy in water (as compared to air), which often causes volcanic vents to form steep pillars on the ocean floor. Hydrothermal vents are common near these volcanoes, and some support peculiar ecosystems based on chemotrophs feeding on dissolved minerals. Over time, the formations created by submarine volcanoes may become so large that they break the ocean surface as new islands or floating pumice rafts.",200,landforms,2,0.46783513,0.06419322,lush_dense
landforms,wikipedia,Volcano,Volcano_25,"In May and June 2018, a multitude of seismic signals were detected by earthquake monitoring agencies all over the world. They took the form of unusual humming sounds, and some of the signals detected in November of that year had a duration of up to 20 minutes. An oceanographic research campaign in May 2019 showed that the previously mysterious humming noises were caused by the formation of a submarine volcano off the coast of Mayotte.","In May and June 2018, a multitude of seismic signals were detected by earthquake monitoring agencies all over the world. They took the form of unusual humming sounds, and some of the signals detected in November of that year had a duration of up to 20 minutes. An oceanographic research campaign in May 2019 showed that the previously mysterious humming noises were caused by the formation of a submarine volcano off the coast of Mayotte.",75,landforms,2,0.08168439,0.10674017,lush_dense
landforms,wikipedia,Volcano,Volcano_26,"Subglacial volcanoes develop underneath ice caps. They are made up of lava plateaus capping extensive pillow lavas and palagonite. These volcanoes are also called table mountains, tuyas, or (in Iceland) mobergs. Very good examples of this type of volcano can be seen in Iceland and in British Columbia. The origin of the term comes from Tuya Butte, which is one of the several tuyas in the area of the Tuya River and Tuya Range in northern British Columbia. Tuya Butte was the first such landform analysed and so its name has entered the geological literature for this kind of volcanic formation. The Tuya Mountains Provincial Park was recently established to protect this unusual landscape, which lies north of Tuya Lake and south of the Jennings River near the boundary with the Yukon Territory.","Subglacial volcanoes develop underneath ice caps. They are made up of lava plateaus capping extensive pillow lavas and palagonite. These volcanoes are also called table mountains, tuyas, or (in Iceland) mobergs. Very good examples of this type of volcano can be seen in Iceland and in British Columbia. The origin of the term comes from Tuya Butte, which is one of the several tuyas in the area of the Tuya River and Tuya Range in northern British Columbia. Tuya Butte was the first such landform analysed and so its name has entered the geological literature for this kind of volcanic formation. The Tuya Mountains Provincial Park was recently established to protect this unusual landscape, which lies north of Tuya Lake and south of the Jennings River near the boundary with the Yukon Territory.",133,landforms,2,0.24083523,0.31219736,lush_dense
landforms,wikipedia,Volcano,Volcano_27,"Mud volcanoes or mud domes are conical structures created by eruption of liquids and gases, particularly mud (slurries), water and gases, although several activities may contribute. The largest mud volcanoes are 10 kilometres (6.2 mi) in diameter and reach 700 metres (2,300 ft) high. Mud volcanoes can be seen off the shore of Indonesia, on the island of Baratang, in Balochistan and in central Asia.","Mud volcanoes or mud domes are conical structures created by eruption of liquids and gases, particularly mud (slurries), water and gases, although several activities may contribute. The largest mud volcanoes are 10 kilometres (6.2 mi) in diameter and reach 700 metres (2,300 ft) high. Mud volcanoes can be seen off the shore of Indonesia, on the island of Baratang, in Balochistan and in central Asia.",65,landforms,2,0.30831173,0.14549173,lush_dense
landforms,wikipedia,Volcano,Volcano_28,"Geysers are springs which will occasionally erupt and discharge hot water and steam. Geysers may indicate ongoing magmatism, water underground is heated by hot rocks and steam pressure builds up before being released along with a jet of hot water. Almost half of all active geysers are present in Yellowstone National Park, US.","Geysers are springs which will occasionally erupt and discharge hot water and steam. Geysers may indicate ongoing magmatism, water underground is heated by hot rocks and steam pressure builds up before being released along with a jet of hot water. Almost half of all active geysers are present in Yellowstone National Park, US.",53,landforms,2,0.17506622,0.23033929,lush_dense
landforms,wikipedia,Volcano,Volcano_29,"The concentrations of different volcanic gases can vary considerably from one volcano to the next. Water vapour is typically the most abundant volcanic gas, followed by carbon dioxide and sulfur dioxide. Other principal volcanic gases include hydrogen sulfide, hydrogen chloride, and hydrogen fluoride. A large number of minor and trace gases are also found in volcanic emissions, for example hydrogen, carbon monoxide, halocarbons, organic compounds, and volatile metal chlorides.","The concentrations of different volcanic gases can vary considerably from one volcano to the next. Water vapour is typically the most abundant volcanic gas, followed by carbon dioxide and sulfur dioxide. Other principal volcanic gases include hydrogen sulfide, hydrogen chloride, and hydrogen fluoride. A large number of minor and trace gases are also found in volcanic emissions, for example hydrogen, carbon monoxide, halocarbons, organic compounds, and volatile metal chlorides.",69,landforms,2,0.39392638,-0.040908143,lush_dense
landforms,wikipedia,Volcano,Volcano_30,"The form and style of an eruption of a volcano is largely determined by the composition of the lava it erupts. The viscosity (how fluid the lava is) and the amount of dissolved gas are the most important characteristics of magma, and both are largely determined by the amount of silica in the magma. Magma rich in silica is much more viscous than silica-poor magma, and silica-rich magma also tends to contain more dissolved gases.","The form and style of an eruption of a volcano is largely determined by the composition of the lava it erupts. The viscosity (how fluid the lava is) and the amount of dissolved gas are the most important characteristics of magma, and both are largely determined by the amount of silica in the magma. Magma rich in silica is much more viscous than silica-poor magma, and silica-rich magma also tends to contain more dissolved gases.",75,landforms,2,0.37574783,0.1381431,lush_dense
landforms,wikipedia,Volcano,Volcano_31,"If the erupted magma contains a high percentage (>63%) of silica, the lava is described as felsic. Felsic lavas (dacites or rhyolites) are highly viscous and are erupted as domes or short, stubby flows. Lassen Peak in California is an example of a volcano formed from felsic lava and is actually a large lava dome.","If the erupted magma contains a high percentage (>63%) of silica, the lava is described as felsic. Felsic lavas (dacites or rhyolites) are highly viscous and are erupted as domes or short, stubby flows. Lassen Peak in California is an example of a volcano formed from felsic lava and is actually a large lava dome.",55,landforms,2,0.33281374,0.27750057,lush_dense
landforms,wikipedia,Volcano,Volcano_32,"Because felsic magmas are so viscous, they tend to trap volatiles (gases) that are present, which leads to explosive volcanism. Pyroclastic flows (ignimbrites) are highly hazardous products of such volcanoes since they hug the volcano's slopes and travel far from their vents during large eruptions. Temperatures as high as 850 °C (1,560 °F) are known to occur in pyroclastic flows, which will incinerate everything flammable in their path, and thick layers of hot pyroclastic flow deposits can be laid down, often many meters thick. Alaska's Valley of Ten Thousand Smokes, formed by the eruption of Novarupta near Katmai in 1912, is an example of a thick pyroclastic flow or ignimbrite deposit. Volcanic ash that is light enough to erupt high into the Earth's atmosphere as an eruption column may travel hundreds of kilometres before it falls back to ground as a fallout tuff. Volcanic gases may remain in the stratosphere for years.","Because felsic magmas are so viscous, they tend to trap volatiles (gases) that are present, which leads to explosive volcanism. Pyroclastic flows (ignimbrites) are highly hazardous products of such volcanoes since they hug the volcano's slopes and travel far from their vents during large eruptions. Temperatures as high as 850 °C (1,560 °F) are known to occur in pyroclastic flows, which will incinerate everything flammable in their path, and thick layers of hot pyroclastic flow deposits can be laid down, often many meters thick. Alaska's Valley of Ten Thousand Smokes, formed by the eruption of Novarupta near Katmai in 1912, is an example of a thick pyroclastic flow or ignimbrite deposit. Volcanic ash that is light enough to erupt high into the Earth's atmosphere as an eruption column may travel hundreds of kilometres before it falls back to ground as a fallout tuff. Volcanic gases may remain in the stratosphere for years.",152,landforms,2,0.30391213,0.33373702,lush_dense
landforms,wikipedia,Volcano,Volcano_33,"Felsic magmas are formed within the crust, usually through the melting of crust rock from the heat of underlying mafic magmas. The lighter felsic magma floats on the mafic magma without significant mixing. Less commonly, felsic magmas are produced by extreme fractional crystallization of more mafic magmas. This is a process in which mafic minerals crystallize out of the slowly cooling magma, which enriches the remaining liquid in silica.","Felsic magmas are formed within the crust, usually through the melting of crust rock from the heat of underlying mafic magmas. The lighter felsic magma floats on the mafic magma without significant mixing. Less commonly, felsic magmas are produced by extreme fractional crystallization of more mafic magmas. This is a process in which mafic minerals crystallize out of the slowly cooling magma, which enriches the remaining liquid in silica.",69,landforms,2,0.36621928,0.15364714,lush_dense
landforms,wikipedia,Volcano,Volcano_34,"If the erupted magma contains 52–63% silica, the lava is of intermediate composition or andesitic. Intermediate magmas are characteristic of stratovolcanoes. They are most commonly formed at convergent boundaries between tectonic plates, by several processes. One process is the hydration melting of mantle peridotite followed by fractional crystallization. Water from a subducting slab rises into the overlying mantle, lowering its melting point, particularly for the more silica-rich minerals. Fractional crystallization further enriches the magma in silica. It has also been suggested that intermediate magmas are produced by the melting of sediments carried downward by the subducted slab. Another process is magma mixing between felsic rhyolitic and mafic basaltic magmas in an intermediate reservoir before emplacement or lava flow.","If the erupted magma contains 52–63% silica, the lava is of intermediate composition or andesitic. Intermediate magmas are characteristic of stratovolcanoes. They are most commonly formed at convergent boundaries between tectonic plates, by several processes. One process is the hydration melting of mantle peridotite followed by fractional crystallization. Water from a subducting slab rises into the overlying mantle, lowering its melting point, particularly for the more silica-rich minerals. Fractional crystallization further enriches the magma in silica. It has also been suggested that intermediate magmas are produced by the melting of sediments carried downward by the subducted slab. Another process is magma mixing between felsic rhyolitic and mafic basaltic magmas in an intermediate reservoir before emplacement or lava flow.",118,landforms,2,0.42364174,0.2556642,lush_dense
landforms,wikipedia,Volcano,Volcano_35,"If the erupted magma contains <52% and >45% silica, the lava is called mafic (because it contains higher percentages of magnesium (Mg) and iron (Fe)) or basaltic. These lavas are usually hotter and much less viscous than felsic lavas. Mafic magmas are formed by partial melting of the dry mantle, with limited fractional crystallization and assimilation of crustal material.","If the erupted magma contains <52% and >45% silica, the lava is called mafic (because it contains higher percentages of magnesium (Mg) and iron (Fe)) or basaltic. These lavas are usually hotter and much less viscous than felsic lavas. Mafic magmas are formed by partial melting of the dry mantle, with limited fractional crystallization and assimilation of crustal material.",59,landforms,2,0.37545347,0.18164791,lush_dense
landforms,wikipedia,Volcano,Volcano_36,"Some erupted magmas contain ≤45% silica and produce ultramafic lava. Ultramafic flows, also known as komatiites, are very rare; indeed, very few have been erupted at Earth's surface since the Proterozoic, when the planet's heat flow was higher. They are (or were) the hottest lavas, and were probably more fluid than common mafic lavas, with a viscosity less than a tenth that of hot basalt magma.","Some erupted magmas contain ≤45% silica and produce ultramafic lava. Ultramafic flows, also known as komatiites, are very rare; indeed, very few have been erupted at Earth's surface since the Proterozoic, when the planet's heat flow was higher. They are (or were) the hottest lavas, and were probably more fluid than common mafic lavas, with a viscosity less than a tenth that of hot basalt magma.",66,landforms,2,0.35521325,0.23357894,lush_dense
landforms,wikipedia,Volcano,Volcano_37,"Mafic lava flows show two varieties of surface texture: ʻAʻa (pronounced [ˈʔaʔa]) and pāhoehoe ([paːˈho.eˈho.e]), both Hawaiian words. ʻAʻa is characterized by a rough, clinkery surface and is the typical texture of cooler basalt lava flows. Pāhoehoe is characterized by its smooth and often ropey or wrinkly surface and is generally formed from more fluid lava flows. Pāhoehoe flows are sometimes observed to transition to ʻaʻa flows as they move away from the vent, but never the reverse.","Mafic lava flows show two varieties of surface texture: ʻAʻa (pronounced [ˈʔaʔa]) and pāhoehoe ([paːˈho.eˈho.e]), both Hawaiian words. ʻAʻa is characterized by a rough, clinkery surface and is the typical texture of cooler basalt lava flows. Pāhoehoe is characterized by its smooth and often ropey or wrinkly surface and is generally formed from more fluid lava flows. Pāhoehoe flows are sometimes observed to transition to ʻaʻa flows as they move away from the vent, but never the reverse.",78,landforms,2,0.2615152,0.15055561,lush_dense
landforms,wikipedia,Volcano,Volcano_38,Tephra is made when magma inside the volcano is blown apart by the rapid expansion of hot volcanic gases. Magma commonly explodes as the gas dissolved in it comes out of solution as the pressure decreases when it flows to the surface. These violent explosions produce particles of material that can then fly from the volcano. Solid particles smaller than 2 mm in diameter (sand-sized or smaller) are called volcanic ash.,Tephra is made when magma inside the volcano is blown apart by the rapid expansion of hot volcanic gases. Magma commonly explodes as the gas dissolved in it comes out of solution as the pressure decreases when it flows to the surface. These violent explosions produce particles of material that can then fly from the volcano. Solid particles smaller than 2 mm in diameter (sand-sized or smaller) are called volcanic ash.,71,landforms,2,0.27828234,0.1640149,lush_dense
landforms,wikipedia,Volcano,Volcano_39,Tephra and other volcaniclastics (shattered volcanic material) make up more of the volume of many volcanoes than do lava flows. Volcaniclastics may have contributed as much as a third of all sedimentation in the geologic record. The production of large volumes of tephra is characteristic of explosive volcanism.,Tephra and other volcaniclastics (shattered volcanic material) make up more of the volume of many volcanoes than do lava flows. Volcaniclastics may have contributed as much as a third of all sedimentation in the geologic record. The production of large volumes of tephra is characteristic of explosive volcanism.,48,landforms,2,0.34104955,0.15268148,lush_dense
landforms,wikipedia,Volcano,Volcano_40,"Through natural processes, mainly erosion, so much of the solidified erupted material that makes up the mantle of a volcano may be stripped away that its inner anatomy becomes apparent. Using the metaphor of biological anatomy, such a process is called ""dissection"". When the volcano is extinct, a plug forms on its vent, over time due to erosion, the volcanic cone slowly erodes away leaving the resistant lava plug intact. Cinder Hill, a feature of Mount Bird on Ross Island, Antarctica, is a prominent example of a dissected volcano. Volcanoes that were, on a geological timescale, recently active, such as for example Mount Kaimon in southern Kyūshū, Japan, tend to be undissected. Devils Tower in Wyoming is a famous example of exposed volcanic plug.","Through natural processes, mainly erosion, so much of the solidified erupted material that makes up the mantle of a volcano may be stripped away that its inner anatomy becomes apparent. Using the metaphor of biological anatomy, such a process is called ""dissection"". When the volcano is extinct, a plug forms on its vent, over time due to erosion, the volcanic cone slowly erodes away leaving the resistant lava plug intact. Cinder Hill, a feature of Mount Bird on Ross Island, Antarctica, is a prominent example of a dissected volcano. Volcanoes that were, on a geological timescale, recently active, such as for example Mount Kaimon in southern Kyūshū, Japan, tend to be undissected. Devils Tower in Wyoming is a famous example of exposed volcanic plug.",124,landforms,2,0.26122165,0.27286923,lush_dense
landforms,wikipedia,Volcano,Volcano_41,"As of December 2022, the Smithsonian Institution's Global Volcanism Program database of volcanic eruptions in the Holocene Epoch (the last 11,700 years) lists 9,901 confirmed eruptions from 859 volcanoes. The database also lists 1,113 uncertain eruptions and 168 discredited eruptions for the same time interval.","As of December 2022, the Smithsonian Institution's Global Volcanism Program database of volcanic eruptions in the Holocene Epoch (the last 11,700 years) lists 9,901 confirmed eruptions from 859 volcanoes. The database also lists 1,113 uncertain eruptions and 168 discredited eruptions for the same time interval.",45,landforms,2,0.23192073,0.15810262,lush_dense
landforms,wikipedia,Volcano,Volcano_42,Magmatic eruptions are driven primarily by gas release due to decompression. Low-viscosity magma with little dissolved gas produces relatively gentle effusive eruptions. High-viscosity magma with a high content of dissolved gas produces violent explosive eruptions. The range of observed eruption styles is expressed from historical examples.,Magmatic eruptions are driven primarily by gas release due to decompression. Low-viscosity magma with little dissolved gas produces relatively gentle effusive eruptions. High-viscosity magma with a high content of dissolved gas produces violent explosive eruptions. The range of observed eruption styles is expressed from historical examples.,46,landforms,2,0.34708977,0.24190606,lush_dense
landforms,wikipedia,Volcano,Volcano_43,"Hawaiian eruptions are typical of volcanoes that erupt mafic lava with a relatively low gas content. These are almost entirely effusive, producing local lava fountains and highly fluid lava flows but relatively little tephra. They are named after the Hawaiian volcanoes. The eruption column from these eruptions does not exceed 2 kilometres (1.2 mi) in height.","Hawaiian eruptions are typical of volcanoes that erupt mafic lava with a relatively low gas content. These are almost entirely effusive, producing local lava fountains and highly fluid lava flows but relatively little tephra. They are named after the Hawaiian volcanoes. The eruption column from these eruptions does not exceed 2 kilometres (1.2 mi) in height.",56,landforms,2,0.30976182,0.11053485,lush_dense
landforms,wikipedia,Volcano,Volcano_44,"Strombolian eruptions are characterized by moderate viscosities and dissolved gas levels. They are characterized by frequent but short-lived eruptions that can produce eruptive columns hundreds of meters high, which can also be seen in a gas slug. Their primary product is scoria. They are named after Stromboli.","Strombolian eruptions are characterized by moderate viscosities and dissolved gas levels. They are characterized by frequent but short-lived eruptions that can produce eruptive columns hundreds of meters high, which can also be seen in a gas slug. Their primary product is scoria. They are named after Stromboli.",47,landforms,2,0.21368243,0.19560075,lush_dense
landforms,wikipedia,Volcano,Volcano_45,"Vulcanian eruptions are characterized by yet higher viscosities and partial crystallization of magma, which is often intermediate in composition. Eruptions take the form of short-lived explosions for several hours, which destroy a central dome and eject large lava blocks and bombs. This is followed by an effusive phase that rebuilds the central dome. Vulcanian eruptions are named after Vulcano. Eruption columns from these eruptions do not exceed 20 kilometres (12 mi) in height.","Vulcanian eruptions are characterized by yet higher viscosities and partial crystallization of magma, which is often intermediate in composition. Eruptions take the form of short-lived explosions for several hours, which destroy a central dome and eject large lava blocks and bombs. This is followed by an effusive phase that rebuilds the central dome. Vulcanian eruptions are named after Vulcano. Eruption columns from these eruptions do not exceed 20 kilometres (12 mi) in height.",73,landforms,2,0.32333663,0.21689427,lush_dense
landforms,wikipedia,Volcano,Volcano_46,"Ultra-Plinian eruptions are the largest of all volcanic eruptions are more intense, have a higher eruption rate than Plinian ones, form higher eruption columns and may form large calderas. These eruptions produce rhyolitic lava, tephra, pumice and thick pyroclastic flows that cover vast areas and may produce widespread ash-fall deposits. Examples are Mt. Mazama and Yellowstone.","Ultra-Plinian eruptions are the largest of all volcanic eruptions are more intense, have a higher eruption rate than Plinian ones, form higher eruption columns and may form large calderas. These eruptions produce rhyolitic lava, tephra, pumice and thick pyroclastic flows that cover vast areas and may produce widespread ash-fall deposits. Examples are Mt. Mazama and Yellowstone.",56,landforms,2,0.32904795,0.21153216,lush_dense
landforms,wikipedia,Volcano,Volcano_47,"Volcanoes vary greatly in their level of activity, with individual volcanic systems having an eruption recurrence ranging from several times a year to once in tens of thousands of years. Volcanoes are informally described as erupting, active, dormant, or extinct, but the definitions of these terms are not entirely uniform among volcanologists. The level of activity of most volcanoes falls upon a graduated spectrum, with much overlap between categories, and does not always fit neatly into only one of these three separate categories.","Volcanoes vary greatly in their level of activity, with individual volcanic systems having an eruption recurrence ranging from several times a year to once in tens of thousands of years. Volcanoes are informally described as erupting, active, dormant, or extinct, but the definitions of these terms are not entirely uniform among volcanologists. The level of activity of most volcanoes falls upon a graduated spectrum, with much overlap between categories, and does not always fit neatly into only one of these three separate categories.",83,landforms,2,0.35775095,0.12066393,lush_dense
landforms,wikipedia,Volcano,Volcano_48,"While there is no international consensus among volcanologists on how to define an active volcano, the USGS defines a volcano as active whenever subterranean indicators, such as earthquake swarms, ground inflation, or unusually high levels of carbon dioxide or sulfur dioxide are present.","While there is no international consensus among volcanologists on how to define an active volcano, the USGS defines a volcano as active whenever subterranean indicators, such as earthquake swarms, ground inflation, or unusually high levels of carbon dioxide or sulfur dioxide are present.",43,landforms,2,0.27427453,0.10001145,lush_dense
landforms,wikipedia,Volcano,Volcano_49,"The USGS defines a dormant volcano as any volcano that is not showing any signs of unrest such as earthquake swarms, ground swelling, or excessive noxious gas emissions, but which shows signs that it could yet become active again. Many dormant volcanoes have not erupted for thousands of years, but have still shown signs that they may be likely to erupt again in the future. Technically, any volcano that is dormant is also considered to be geologically ""active"".","The USGS defines a dormant volcano as any volcano that is not showing any signs of unrest such as earthquake swarms, ground swelling, or excessive noxious gas emissions, but which shows signs that it could yet become active again. Many dormant volcanoes have not erupted for thousands of years, but have still shown signs that they may be likely to erupt again in the future. Technically, any volcano that is dormant is also considered to be geologically ""active"".",78,landforms,2,0.26589632,0.10549559,lush_dense
landforms,wikipedia,Volcano,Volcano_50,"In an article justifying the re-classification of Alaska's Mount Edgecumbe volcano from ""dormant"" to ""active"", volcanologists at the Alaska Volcano Observatory pointed out that the term ""dormant"" in reference to volcanoes has been deprecated over the past few decades and that ""[t]he term ""dormant volcano"" is so little used and undefined in modern volcanology that the Encyclopedia of Volcanoes (2000) does not contain it in the glossaries or index"", however the USGS still widely employs the term.","In an article justifying the re-classification of Alaska's Mount Edgecumbe volcano from ""dormant"" to ""active"", volcanologists at the Alaska Volcano Observatory pointed out that the term ""dormant"" in reference to volcanoes has been deprecated over the past few decades and that ""[t]he term ""dormant volcano"" is so little used and undefined in modern volcanology that the Encyclopedia of Volcanoes (2000) does not contain it in the glossaries or index"", however the USGS still widely employs the term.",77,landforms,2,0.15152954,0.108973674,lush_dense
landforms,wikipedia,Volcano,Volcano_51,"Previously a volcano was often considered to be extinct if there were no written records of its activity. Such a generalization is inconsistent with observation and deeper study, as has occurred recently with the unexpected eruption of the Chaitén volcano in 2008. Modern volcanic activity monitoring techniques, and improvements in the modelling of the factors that produce eruptions, have helped the understanding of why volcanoes may remain dormant for a long time, and then become unexpectedly active again. The potential for eruptions, and their style, depend mainly upon the state of the magma storage system under the volcano, the eruption trigger mechanism and its timescale. For example, the Yellowstone volcano has a repose/recharge period of around 700,000 years, and Toba of around 380,000 years. Vesuvius was described by Roman writers as having been covered with gardens and vineyards before its unexpected eruption of 79 CE, which destroyed the towns of Herculaneum and Pompeii.","Previously a volcano was often considered to be extinct if there were no written records of its activity. Such a generalization is inconsistent with observation and deeper study, as has occurred recently with the unexpected eruption of the Chaitén volcano in 2008. Modern volcanic activity monitoring techniques, and improvements in the modelling of the factors that produce eruptions, have helped the understanding of why volcanoes may remain dormant for a long time, and then become unexpectedly active again. The potential for eruptions, and their style, depend mainly upon the state of the magma storage system under the volcano, the eruption trigger mechanism and its timescale. For example, the Yellowstone volcano has a repose/recharge period of around 700,000 years, and Toba of around 380,000 years. Vesuvius was described by Roman writers as having been covered with gardens and vineyards before its unexpected eruption of 79 CE, which destroyed the towns of Herculaneum and Pompeii.",153,landforms,2,0.21345748,0.1853379,lush_dense
landforms,wikipedia,Volcano,Volcano_52,"Accordingly, it can sometimes be difficult to distinguish between an extinct volcano and a dormant (inactive) one. Long volcano dormancy is known to decrease awareness. Pinatubo was an inconspicuous volcano, unknown to most people in the surrounding areas, and initially not seismically monitored before its unanticipated and catastrophic eruption of 1991. Two other examples of volcanoes that were once thought to be extinct, before springing back into eruptive activity were the long-dormant Soufrière Hills volcano on the island of Montserrat, thought to be extinct until activity resumed in 1995 (turning its capital Plymouth into a ghost town) and Fourpeaked Mountain in Alaska, which, before its September 2006 eruption, had not erupted since before 8000 BCE. Another example is the Taftan volcano in southwestern Iran. This volcano was long thought by volcanologists to be extinct, with its last eruption having occurred an estimated 710,000 years ago. However, beginning around June 2023, the volcano began experiencing uplifting near its summit, suggesting that the volcano was dormant.","Accordingly, it can sometimes be difficult to distinguish between an extinct volcano and a dormant (inactive) one. Long volcano dormancy is known to decrease awareness. Pinatubo was an inconspicuous volcano, unknown to most people in the surrounding areas, and initially not seismically monitored before its unanticipated and catastrophic eruption of 1991. Two other examples of volcanoes that were once thought to be extinct, before springing back into eruptive activity were the long-dormant Soufrière Hills volcano on the island of Montserrat, thought to be extinct until activity resumed in 1995 (turning its capital Plymouth into a ghost town) and Fourpeaked Mountain in Alaska, which, before its September 2006 eruption, had not erupted since before 8000 BCE. Another example is the Taftan volcano in southwestern Iran. This volcano was long thought by volcanologists to be extinct, with its last eruption having occurred an estimated 710,000 years ago. However, beginning around June 2023, the volcano began experiencing uplifting near its summit, suggesting that the volcano was dormant.",164,landforms,2,0.14168856,0.23375756,lush_dense
landforms,wikipedia,Volcano,Volcano_53,"Extinct volcanoes are those that scientists consider unlikely to erupt again because the volcano no longer has a magma supply. Examples of extinct volcanoes are many volcanoes on the Hawaiian–Emperor seamount chain in the Pacific Ocean (although some volcanoes at the eastern end of the chain are active), Hohentwiel in Germany, Shiprock in New Mexico, U.S., Capulin in New Mexico, U.S., Zuidwal volcano in the Netherlands, and many volcanoes in Italy such as Monte Vulture. Edinburgh Castle in Scotland is located atop an extinct volcano, which forms Castle Rock. Whether a volcano is truly extinct is often difficult to determine. Since ""supervolcano"" calderas can have eruptive lifespans sometimes measured in millions of years, a caldera that has not produced an eruption in tens of thousands of years may be considered dormant instead of extinct. An individual volcano in a monogenetic volcanic field can be extinct, but that does not mean a completely new volcano might not erupt close by with little or no warning, as its field may have an active magma supply.","Extinct volcanoes are those that scientists consider unlikely to erupt again because the volcano no longer has a magma supply. Examples of extinct volcanoes are many volcanoes on the Hawaiian–Emperor seamount chain in the Pacific Ocean (although some volcanoes at the eastern end of the chain are active), Hohentwiel in Germany, Shiprock in New Mexico, U.S., Capulin in New Mexico, U.S., Zuidwal volcano in the Netherlands, and many volcanoes in Italy such as Monte Vulture. Edinburgh Castle in Scotland is located atop an extinct volcano, which forms Castle Rock. Whether a volcano is truly extinct is often difficult to determine. Since ""supervolcano"" calderas can have eruptive lifespans sometimes measured in millions of years, a caldera that has not produced an eruption in tens of thousands of years may be considered dormant instead of extinct. An individual volcano in a monogenetic volcanic field can be extinct, but that does not mean a completely new volcano might not erupt close by with little or no warning, as its field may have an active magma supply.",173,landforms,2,0.24657509,0.14616619,lush_dense
